tickerID,IQ_BUS_SEG_PRIMARY_PIC_ABS,IQ_BUS_SEG_SECONDARY_PIC_ABS,IQ_BUS_SEG_PRIMARY_SIC_ABS,IQ_BUS_SEG_SECONDARY_SIC_ABS,IQ_INDUSTRY_SECTOR,IQ_INDUSTRY_GROUP,IQ_INDUSTRY,IQ_PRIMARY_INDUSTRY,IQ_PRIMARY_INDUSTRY_SUBSECTOR5_ID,IQ_PRIMARY_INDUSTRY_SUBSECTOR5_NAME,IQ_PRIMARY_INDUSTRY_SUBSECTOR6_ID,IQ_PRIMARY_SIC_CODE,IQ_PRIMARY_SIC_INDUSTRY,IQ_COMPANY_TYPE,IQ_PICS_CODE,IQ_BUS_SEG_NAIC_ABS
NYSE:MFA,Mortgage Real Estate Investment Trusts  (40204010),0,Real estate investment trusts (6798),0,Financials,Diversified Financials,Mortgage Real Estate Investment Trusts (REITs),Mortgage REITs,0,0,(Invalid Subsector ID),6798,Real estate investment trusts,Public Company,40204010,Other Financial Vehicles (525990)
NYSE:JELD,Building Products ,0,"Metal doors, sash, and trim (3442)",0,Industrials,Capital Goods,Building Products,Building Products,3031500,Hardware Tools and Equipment,(Invalid Subsector ID),2430,"Millwork, veneer, plywood, and structural wood members",Public Company,20102010,Metal Window and Door Manufacturing (332321)
NYSE:TEX,Industrial Machinery ,Construction Machinery and Heavy Trucks ,"Construction, mining, and materials handling machinery and equipment (3530)",General industrial machinery and equipment (3560),Industrials,Capital Goods,Machinery,Construction Machinery and Heavy Trucks,3071100,Construction Machinery and Equipment,(Invalid Subsector ID),3530,"Construction, mining, and materials handling machinery and equipment",Public Company,20106010,Material Handling Equipment Manufacturing (33392)
NasdaqGS:BLUE,Biotechnology ,Pharmaceuticals ,Biological products except diagnostic (2836),Drugs (2830),Healthcare,"Pharmaceuticals, Biotechnology and Life Sciences",Biotechnology,Biotechnology,6111100,Gene Research and Development,(Invalid Subsector ID),2836,Biological products except diagnostic,Public Company,35201010,Biological Product (except Diagnostic) Manufacturing (325414)
NYSE:BSM,Oil & Gas Exploration & Production ,0,Natural gas liquids (1321),0,Energy,Energy,"Oil, Gas and Consumable Fuels",Oil and Gas Exploration and Production,1032200,Oil and Gas Production,(Invalid Subsector ID),1311,Crude petroleum and natural gas,Public Company,10102020,Oil and Gas Extraction (21111)
NYSE:RGC,0,0,0,0,Consumer Discretionary,Media,Media,Movies and Entertainment,4313100,Entertainment Venues,(Invalid Subsector ID),7830,Motion picture theaters,Public Company,25401030,0
NYSE:CBT,Specialty Chemicals ,0,Carbon black (2895),0,Materials,Materials,Chemicals,Commodity Chemicals,2021100,Industrial Inorganic Chemicals,(Invalid Subsector ID),2890,Miscellaneous chemical products,Public Company,15101010,Other Basic Inorganic Chemical Manufacturing (325180)
NasdaqGS:ICUI,Health Care Supplies ,Health Care Equipment ,Surgical appliances and supplies (3842),"Surgical, medical, and dental instruments and supplies (3840)",Healthcare,Healthcare Equipment and Services,Healthcare Equipment and Supplies,Healthcare Supplies,6022100,Medical Consumables,(Invalid Subsector ID),3841,Surgical and medical instruments,Public Company,35101020,Surgical Appliance and Supplies Manufacturing (339113)
NYSE:SAIC,IT Consulting & Other Services ,Data Processing & Outsourced Services ,Computer related services (7379),Data processing and preparation (7374),Information Technology,Software and Services,IT Services,IT Consulting and Other Services,8031100,Information Technology (IT) Consulting,(Invalid Subsector ID),7373,Computer integrated systems design,Public Company,45102010,Computer Systems Design and Related Services (5415)
NYSE:CHE,0,0,0,0,Healthcare,Healthcare Equipment and Services,Healthcare Providers and Services,Healthcare Services,0,0,(Invalid Subsector ID),8082,Home health care services,Public Company,35102015,0
NasdaqGS:IDTI,Communications Equipment ,Semiconductors ,Telephone and telegraph apparatus (3661),Semiconductors and related devices (3674),Information Technology,Semiconductors and Semiconductor Equipment,Semiconductors and Semiconductor Equipment,Semiconductors,8212100,Analog and Mixed Signal,(Invalid Subsector ID),3674,Semiconductors and related devices,Public Company,45301020,Telephone Apparatus Manufacturing (334210)
NYSE:OUT,Equity Real Estate Investment Trusts  (60101080),0,Real estate investment trusts (6798),0,Real Estate,Real Estate,Equity Real Estate Investment Trusts (REITs),Specialized REITs,0,0,(Invalid Subsector ID),6798,Real estate investment trusts,Public Company,60101080,Lessors of Other Real Estate Property (531190)
NYSE:VC,0,0,0,0,Consumer Discretionary,Automobiles and Components,Auto Components,Auto Parts and Equipment,4012800,Motor Vehicle Accessories,(Invalid Subsector ID),3714,Motor vehicle parts and accessories,Public Company,25101010,0
NYSE:APFH,(Invalid Identifier),(Invalid Identifier),(Invalid Identifier),(Invalid Identifier),(Invalid Identifier),(Invalid Identifier),(Invalid Identifier),(Invalid Identifier),(Invalid Identifier),(Invalid Identifier),(Invalid Identifier),(Invalid Identifier),(Invalid Identifier),(Invalid Identifier),(Invalid Identifier),(Invalid Identifier)
NYSE:WLL,Oil & Gas Exploration & Production ,Oil & Gas Exploration & Production ,Crude petroleum and natural gas (1311),Oil and gas exploration services (1382),Energy,Energy,"Oil, Gas and Consumable Fuels",Oil and Gas Exploration and Production,1032200,Oil and Gas Production,(Invalid Subsector ID),1311,Crude petroleum and natural gas,Public Company,10102020,Oil and Gas Extraction (21111)
NasdaqGS:MORN,0,0,0,0,Financials,Diversified Financials,Capital Markets,Financial Exchanges and Data,0,0,(Invalid Subsector ID),7370,"Computer programming, data processing, and other computer related services",Public Company,40203040,0
NYSE:SLCA,Oil & Gas Equipment & Services ,0,Oil and gas field services (1380),0,Energy,Energy,Energy Equipment and Services,Oil and Gas Equipment and Services,0,0,(Invalid Subsector ID),1400,"Mining and quarrying of nonmetallic minerals, except fuels",Public Company,10101020,Support Activities for Oil and Gas Operations (213112)
NYSE:PRA,Property & Casualty Insurance ,0,"Fire, marine, and casualty insurance (6331)",0,Financials,Insurance,Insurance,Property and Casualty Insurance,7214100,Casualty,(Invalid Subsector ID),6331,"Fire, marine, and casualty insurance",Public Company,40301040,Direct Property and Casualty Insurance Carriers (524126)
NasdaqGS:SLAB,Semiconductors ,Semiconductors ,Semiconductors and related devices (3674),Semiconductors and related devices (3674),Information Technology,Semiconductors and Semiconductor Equipment,Semiconductors and Semiconductor Equipment,Semiconductors,8212100,Analog and Mixed Signal,(Invalid Subsector ID),3674,Semiconductors and related devices,Public Company,45301020,Semiconductor and Related Device Manufacturing (334413)
NYSE:MULE,Internet Software & Services ,0,Information retrieval services (7375),0,Information Technology,Software and Services,Internet Software and Services,Internet Software and Services,8021200,Online Services,(Invalid Subsector ID),7370,"Computer programming, data processing, and other computer related services",Public Company,45101010,"Data Processing, Hosting, and Related Services (518)"
NYSE:KMT,0,0,0,0,Industrials,Capital Goods,Machinery,Industrial Machinery,3072001,Machinery Components,(Invalid Subsector ID),3540,Metalworking machinery and equipment,Public Company,20106020,0
NasdaqGS:ANAT,Life & Health Insurance ,Life & Health Insurance ,Life insurance (6311),Hospital and medical service plans (6324),Financials,Insurance,Insurance,Multi-line Insurance,0,0,(Invalid Subsector ID),6311,Life insurance,Public Company,40301030,Direct Life Insurance Carriers (524113)
NasdaqGS:AEIS,Semiconductor Equipment ,Electronic Components ,Special industry machinery (3559),Electronic components and accessories (3670),Information Technology,Semiconductors and Semiconductor Equipment,Semiconductors and Semiconductor Equipment,Semiconductor Equipment,8211100,Semiconductor Manufacturing Machinery,(Invalid Subsector ID),3679,Electronic components ,Public Company,45301010,Semiconductor Machinery Manufacturing (333242)
NYSE:POL,Specialty Chemicals ,Research & Consulting Services ,Cyclic crudes and intermediates (2865),"Research, development, and testing services (8730)",Materials,Materials,Chemicals,Specialty Chemicals,0,0,(Invalid Subsector ID),2821,Plastics materials and resins,Public Company,15101050,Synthetic Dye and Pigment Manufacturing (325130)
NYSE:BCO,Security & Alarm Services ,Diversified Support Services ,Miscellaneous business services (7380),Miscellaneous repair services (7600),Industrials,Commercial and Professional Services,Commercial Services and Supplies,Security and Alarm Services,3112200,Commercial Security and Safety Services ,(Invalid Subsector ID),7381,Detective and armored car services,Public Company,20201080,Investigation and Security Services (5616)
NYSE:SWFT,Trucking ,0,"Trucking and courier services, except air (4210)",0,Industrials,Transportation,Road and Rail,Trucking,4444820,Motor Vehicle Rental and Leasing,(Invalid Subsector ID),4210,"Trucking and courier services, except air",Public Company,20304020,Truck Transportation (484)
NYSE:LPI,Oil & Gas Exploration & Production ,0,Crude petroleum and natural gas (1311),0,Energy,Energy,"Oil, Gas and Consumable Fuels",Oil and Gas Exploration and Production,1032200,Oil and Gas Production,(Invalid Subsector ID),1311,Crude petroleum and natural gas,Public Company,10102020,Oil and Gas Extraction (21111)
NasdaqGS:FULT,Regional Banks ,Asset Management & Custody Banks ,Commercial banks (6020),Investment offices (6720),Financials,Banks,Banks,Regional Banks,7012200,National and State Commercial Banks,(Invalid Subsector ID),6020,Commercial banks,Public Company,40101015,Commercial Banking (522110)
NYSE:VAC,0,0,0,0,Consumer Discretionary,Consumer Services,"Hotels, Restaurants and Leisure","Hotels, Resorts and Cruise Lines",4212100,Lodging,(Invalid Subsector ID),7011,Hotels and motels,Public Company,25301020,0
NYSE:SF,0,0,0,0,Financials,Diversified Financials,Capital Markets,Investment Banking and Brokerage,7132100,Investment Banking,(Invalid Subsector ID),6211,Security brokers and dealers,Public Company,40203020,0
NYSE:WCC,Trading Companies & Distributors ,Trading Companies & Distributors ,Electrical apparatus and equipment (5063),Lumber and other construction materials - wholesale (5030),Industrials,Capital Goods,Trading Companies and Distributors,Trading Companies and Distributors,4411300,Construction Material Distribution,(Invalid Subsector ID),5063,Electrical apparatus and equipment,Public Company,20107010,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers (423610)"
NYSE:TDS,0,0,0,0,Telecommunication Services,Telecommunication Services,Wireless Telecommunication Services,Wireless Telecommunication Services,9031200,Cellular Services,(Invalid Subsector ID),4812,Radiotelephone communications,Public Company,50102010,0
NasdaqGS:INCR,Life Sciences Tools & Services ,0,Commercial physical research (8731),0,Healthcare,"Pharmaceuticals, Biotechnology and Life Sciences",Life Sciences Tools and Services,Life Sciences Tools and Services,0,0,(Invalid Subsector ID),8731,Commercial physical research,Public Company,35203010,"Research and Development in the Physical, Engineering, and Life Sciences (except Biotechnology) (541712)"
NYSE:CACI,IT Consulting & Other Services ,Data Processing & Outsourced Services ,Computer related services (7379),Data processing and preparation (7374),Information Technology,Software and Services,IT Services,IT Consulting and Other Services,8031100,Information Technology (IT) Consulting,(Invalid Subsector ID),7373,Computer integrated systems design,Public Company,45102010,Computer Systems Design and Related Services (5415)
NYSE:MCY,Property & Casualty Insurance ,Property & Casualty Insurance ,"Fire, marine, and casualty insurance (6331)","Fire, marine, and casualty insurance (6331)",Financials,Insurance,Insurance,Property and Casualty Insurance,7214100,Casualty,(Invalid Subsector ID),6331,"Fire, marine, and casualty insurance",Public Company,40301040,Direct Property and Casualty Insurance Carriers (524126)
NYSE:CMD,Industrial Machinery ,Industrial Machinery ,General industrial machinery (3569),General industrial machinery (3569),Healthcare,Healthcare Equipment and Services,Healthcare Equipment and Supplies,Healthcare Equipment,6021400,Dental Care Equipment,(Invalid Subsector ID),3845,Electromedical equipment,Public Company,35101010,All Other Miscellaneous General Purpose Machinery Manufacturing (333999)
NasdaqGS:PNFP,Regional Banks ,0,Commercial banks (6020),0,Financials,Banks,Banks,Regional Banks,7012200,National and State Commercial Banks,(Invalid Subsector ID),6020,Commercial banks,Public Company,40101015,Commercial Banking (522110)
NYSE:MSA,Office Services & Supplies ,Electronic Equipment & Instruments ,"Search, detection, navigation, and guidance systems and equipment (3664)",Measuring and controlling devices  (3829),Industrials,Commercial and Professional Services,Commercial Services and Supplies,Office Services and Supplies,0,0,(Invalid Subsector ID),3842,Surgical appliances and supplies,Public Company,20201060,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing (334511)"
NasdaqGS:JACK,Restaurants ,Automotive Retail ,Eating places (5812),Gasoline service stations (5541),Consumer Discretionary,Consumer Services,"Hotels, Restaurants and Leisure",Restaurants,4214200,Limited Service Restaurants,(Invalid Subsector ID),5812,Eating places,Public Company,25301040,Limited-Service Restaurants (722513)
NYSE:TEN,Auto Parts & Equipment ,Auto Parts & Equipment ,Motor vehicle parts and accessories (3714),Motor vehicle parts and accessories (3714),Consumer Discretionary,Automobiles and Components,Auto Components,Auto Parts and Equipment,4012250,Exhaust and Emission Controls,(Invalid Subsector ID),3714,Motor vehicle parts and accessories,Public Company,25101010,Other Motor Vehicle Parts Manufacturing (336390)
NYSE:VLY,Thrifts & Mortgage Finance ,Consumer Finance ,Mortgage bankers and correspondents (6162),Personal credit institutions (6141),Financials,Banks,Banks,Regional Banks,7012200,National and State Commercial Banks,(Invalid Subsector ID),6020,Commercial banks,Public Company,40101015,Real Estate Credit (522292)
